E,pt,eta,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124024,45763.6,1.65396,1.53711;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399369,51681.6,2.73341,0.497451;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.22E+06,59351.4,3.71488,0.252693;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316133,37237.3,2.82798,-1.50964;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178252,51725.9,1.90743,3.00491;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32857.4,30573.6,0.377219,-2.93679;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365818,34521.9,-3.05125,0.384801;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53E+06,31894.7,4.56392,0.995205;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63151,37614.6,-1.09337,1.83783;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94822,41526.6,-1.45933,-0.857178;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63003.2,61566.2,0.164951,-1.85844;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233817,105766,-1.42789,2.21502;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66384.1,64077.9,-0.19732,2.46428;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65115.8,58401.8,0.464909,0.509337;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110594,41718.2,1.6235,1.384;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168017,40565.2,2.09663,-2.75726;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68495.9,51019,0.792902,2.90113;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51049.4,32133.8,1.02997,0.649904;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130618,35040.1,1.98871,2.96279;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676478,53948.7,3.22028,0.421978;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226206,68359.1,1.86422,0.472361;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49694.6,40083,0.670997,-2.01487;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216558,44330.6,-2.26711,-1.25609;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196486,47608.3,2.09394,-1.28504;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599691,33967.7,3.56331,1.77089;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136861,40493.1,1.88411,2.38348;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91461.3,31665.6,1.71781,-0.735584;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278077,61843.8,-2.18101,-0.754648;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261021,32150.7,2.78272,-1.3698;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62890.9,56880.4,0.442706,0.0495871;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97486,59957,1.06406,1.2903;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68004.1,42904.4,1.02895,2.81373;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428737,55490.3,-2.73289,3.0824;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250097,40414.5,-2.50899,0.437389;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80647.2,37298.3,1.39696,-2.49589;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53548.9,51186.5,0.286536,1.14127;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441252,39500.1,3.1044,0.660925;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61769.6,43398,0.832645,-0.0142209;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43195.5,24765.4,-1.14683,1.06753;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124578,52808.1,-1.50125,0.581705;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36466.7,30679,0.569443,-1.45335;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166684,29548.3,2.41456,-0.775216;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402405,91370,2.16153,-1.63729;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100032,55690,-1.16988,2.43787;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122673,49635.4,-1.55051,-0.192245;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387244,40299.7,-2.95277,-2.4477;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152446,32919,-2.21262,-3.10064;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50343.4,46507.7,-0.380461,-2.48803;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321332,44250.5,2.67057,-0.289949;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43792.2,42999.6,-0.180354,1.65942;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55312.2,42435.2,0.735502,-0.986648;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487374,84766.9,2.43429,0.750735;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63037.8,55561.9,0.503916,2.00136;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12E+06,62576.7,3.57324,2.63391;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285842,69297.5,2.09436,-2.79946;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35432,28842.1,-0.654472,1.94085;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81051.1,31383.4,1.59923,-1.05724;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44670.5,42973.8,-0.276473,1.58965;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.20E+06,155249,-3.34078,-3.05083;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154515,64248.5,1.51463,0.871392;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69517.9,68486.4,-0.134663,0.056639;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520137,54596.9,-2.94377,1.32355;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878671,46374.4,3.63401,2.84146;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47284.2,37733,-0.665496,-1.82477;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51320.4,43734.2,-0.575809,-1.09799;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163512,25967.6,-2.52582,-1.44062;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53854.9,43262.2,-0.630463,-0.0334385;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55188.1,48834.9,0.488581,-1.80108;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213748,44824.8,-2.2437,-0.986538;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39998.2,31913.2,0.676456,0.219329;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235896,49518.7,-2.24228,-0.100495;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52431.9,35849.8,0.909326,-2.99915;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432836,32337.7,3.28576,-2.15764;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608675,31379.7,3.65752,2.08195;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437379,33392.3,-3.26398,3.01101;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176092,118120,-0.946073,2.46695;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.41E+06,79542.9,3.5639,-0.404694;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34238.7,33079,0.1967,-0.159813;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355520,40773.7,2.85442,2.7625;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266513,52830.5,-2.29866,-2.3493;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55043.3,53798.1,0.129865,3.02319;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.09E+06,59359.3,-3.60496,-0.0333184;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146185,44843.9,-1.84747,1.75078;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145509,39058.9,1.98835,-0.290725;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75287.4,44580.8,1.09222,0.881617;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45942.9,44517.8,-0.111792,0.405216;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61799.9,30272.6,1.33833,0.553045;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189913,61125.4,1.7985,-2.95061;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123753,58579.8,-1.37471,2.25705;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114184,71402.9,-1.04367,0.130247;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34339,29155.3,0.553871,1.41466;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704210,31464.2,-3.80078,0.936468;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99285.4,36700.9,-1.64701,1.59084;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136213,110349,0.652874,-1.46852;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58528.7,57942.3,-0.0870942,1.24512;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225599,223683,0.0105036,-0.262273;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52882.8,46621.9,0.484479,-0.978967;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53385,35950.9,-0.928537,-0.863365;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130309,111860,0.538701,2.51918;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48550.7,39574.1,-0.588528,0.0105233;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38844.2,38447.2,-0.0668324,0.589497;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97827.7,47045,-1.35561,-2.78194;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164872,76562,1.40041,1.0575;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278423,40631.2,2.61184,-0.564913;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44504.1,37719.1,-0.563587,0.074476;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102099,55321.4,-1.21207,1.47347;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73419.9,25719.1,1.70663,1.23067;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991936,54395.9,-3.5957,-1.38351;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70630.2,59704.1,0.580942,-2.08877;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37819.2,34154,-0.428525,-0.627643;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466575,43584.4,3.06139,-2.03913;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43315.2,30785.3,-0.857352,2.58602;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35100.9,33645.9,0.284714,2.79429;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286705,58041.2,-2.28002,2.86667;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235785,104883,-1.44444,-1.17579;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47712.4,42546.8,0.455675,-1.86689;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441051,146340,-1.76536,-1.45645;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171261,62003.8,1.67341,-0.604706;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943306,57415.9,3.49121,-1.08414;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153077,144827,0.321701,-3.08339;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148951,123347,-0.627396,0.827215;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102694,47116.8,-1.41454,-1.18769;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67883.1,46597.4,0.919231,3.01372;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787032,58926.3,-3.28369,-1.50357;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45489.8,27405.4,-1.08008,-1.23422;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114356,69238.1,1.07339,1.72209;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54635.5,41161,0.781449,-1.21617;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283624,54364.7,-2.33518,-1.12889;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99668.4,54251.3,-1.21005,-2.39027;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63641.3,33761.9,-1.24625,2.41115;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38565.5,29177.5,-0.76993,0.297293;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257287,55593.6,2.21265,1.43332;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33520.4,31747.2,0.281103,-2.92081;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54666.2,33699.3,1.05177,-2.4859;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630732,79342.8,2.76205,2.66883;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71201,70210.7,-0.084809,-0.740573;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126059,59659.7,1.37405,-1.51498;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62294.3,36648.5,1.11657,2.55987;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39474.5,38703.1,0.0600959,1.62406;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46324.2,43176.7,0.352846,-2.72577;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220219,29022.2,2.71447,2.83981;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58384.3,56802.7,-0.181557,2.29934;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62083.5,43298.7,-0.880675,1.60767;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491652,116802,2.11525,-0.665974;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92717.4,91167.5,-0.0790207,-1.16146;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66325.5,26968.8,-1.54401,1.63345;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210163,72295,1.7283,1.86108;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150434,44645.4,-1.88175,2.22593;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48626.5,46038.7,-0.286484,-1.45849;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140237,48063.2,-1.73017,-2.6524;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177129,63347.5,1.67994,-0.655934;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266306,42507.8,-2.52111,-1.01801;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104044,37184.6,-1.68639,0.376941;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777047,50669.3,-3.42212,1.39221;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99394.5,86419.8,0.516023,0.268291;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157946,36321.5,2.14776,-3.12534;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141490,36744,-2.02183,0.411282;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245709,32695.6,2.70525,-3.10542;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980593,28981.8,4.21437,0.999579;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64279,43355.8,0.939724,2.98199;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99971.7,96567.5,0.232252,-1.47267;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.16E+06,56534.6,-3.71308,-0.601796;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119745,30035.1,-2.05802,0.993618;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113590,55103.2,-1.34896,-1.46494;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67824.9,66060.7,0.228837,1.2669;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185524,40387.9,2.20467,-1.64346;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116836,44064.3,1.62483,-0.684915;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151792,26275.5,-2.43917,0.276422;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48266,39501.7,0.60473,1.83011;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69486.2,41402.4,1.10183,1.93532;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41932.5,29162.7,0.894991,-0.353083;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391748,44474.8,-2.86538,-1.97375;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181754,32871.2,-2.39397,1.869;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61346.9,24352.9,1.57289,-1.07942;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212695,24053.5,2.86887,-0.141413;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108967,85367.4,-0.6984,-0.906391;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40919.8,31604.6,0.718857,-2.00146;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83018.7,76490.5,-0.343953,0.509805;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53044.6,40099.1,-0.764923,2.48841;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59095.6,39263.8,-0.961541,-1.10791;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174701,28962.2,-2.481,-2.05708;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149282,81151.9,-1.19702,-0.637264;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89212.1,28211.7,-1.81604,-2.19992;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469535,36398.5,3.24867,3.01139;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670224,55755.1,-3.17787,-0.465536;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632067,118636,-2.3566,-1.86116;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829167,67542.2,-3.19906,0.213412;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.12E+06,42765.8,-3.96169,1.06827;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212014,65179.9,-1.84644,-1.93217;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220680,62157.7,-1.93918,-0.421788;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37812.1,29637.5,0.719667,0.0696709;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266966,43060.2,2.51042,2.08195;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163609,58315.5,-1.69015,-1.30062;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72954.1,26638.3,1.66145,-0.235006;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462635,30101.1,3.42432,-1.43513;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117963,82999.8,0.882473,0.47073;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381668,37951.5,-2.99877,-1.57747;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89622.5,63506.9,0.870632,-0.986624;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60554,40612,0.948926,-1.22069;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234935,42623.9,-2.3911,-0.19926;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420380,31214.2,-3.29172,1.9939;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51942.7,29685.4,1.14867,2.21912;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199673,138848,0.892992,-0.151092;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46367.8,39258.7,0.569851,-0.462542;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60615.7,54964.1,-0.410127,-1.52716;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187786,49467.6,-2.00846,1.99759;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98440,65022.2,0.952325,2.41665;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764389,30171.7,3.92489,0.919355;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30189,29666.2,-0.154976,-2.28545;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35797.5,33942.2,-0.181409,0.182651;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179516,35452.8,-2.30461,3.09207;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242405,24135.4,2.99715,0.238054;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37187.2,32201.4,-0.533285,-2.18715;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37051.5,25145,0.922155,-3.05395;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130448,25667.5,2.30782,-1.17738;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370547,55274.5,2.58953,-2.749;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678201,27495.2,-3.89815,0.520988;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34132.5,33186.7,-0.208091,0.791511;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78430,62931.3,0.641403,1.03728;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36803.2,32196,0.501262,-1.35774;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222141,54444.4,2.08092,-1.63266;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51213.8,42279,0.632299,0.995146;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56001.2,54080,0.145659,-2.24541;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67175,33127.5,1.32275,-0.515072;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90378.6,45794,1.30034,-1.86308;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32732,25474.6,0.72518,2.4592;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532574,59160.2,2.88725,-2.45156;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263099,68638.4,-2.01842,2.19626;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250090,78826.6,1.8206,2.44137;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67194.5,36929.2,1.19941,2.2768;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182305,113356,-1.04065,-1.97156;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121083,64285.7,1.2421,-2.0886;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135670,127423,0.349483,0.0865055;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406647,85879.8,2.23624,2.89426;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56005,33813.6,-1.08134,-0.607957;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230659,35343,2.56287,2.67443;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60829.7,58521.9,-0.207402,0.582394;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62606.8,54572.3,-0.523863,2.79344;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.64E+06,55261.9,4.08216,1.11192;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158892,38549.6,-2.09372,0.480477;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135029,31439.4,2.13471,2.89896;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170327,46984.3,-1.95962,2.16751;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37804.8,31281.4,-0.568538,-1.02317;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58001.9,39964.3,0.902751,2.10931;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227232,36715.8,2.50795,1.56318;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106464,92737.9,-0.508743,2.12056;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82709.6,28857.4,1.71229,-0.866126;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69279,58745.8,-0.556895,-2.09196;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181610,73603.6,-1.55175,2.67373;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104215,47195.6,1.41978,-3.00581;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520603,43204.5,-3.18011,2.01035;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47844.2,37178.7,-0.678174,0.760757;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152321,54786.8,1.6753,-1.22502;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67522.3,60583.8,-0.468564,-0.000802337;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323145,101365,-1.82467,2.91024;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47157.2,43076,-0.40637,1.5913;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90678.6,45451.5,-1.30969,2.40367;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65891.5,64508,-0.0500836,0.237482;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162208,26849.4,2.48444,-1.77663;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856180,53385.2,3.46704,1.24761;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607080,131706,2.20659,-0.314108;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163933,67681.1,-1.52899,1.36269;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67784.9,42303.8,-1.04105,2.19266;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67167.8,62298.4,-0.363274,0.379358;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60737,56974.3,-0.342156,1.8585;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
